title,year,authors,venue,doi,url,openalex_cited_by_count,s2_citation_count,relevance,abstract_source,query_hits,abstract_summary,abstract
Influence of the spatial distribution of vegetation and soils on the prediction of cumulus Convective rainfall,2001.0,Roger A. Pielke,Reviews of Geophysics,10.1029/1999rg000072,https://openalex.org/W2062378293,810.0,,2,openalex,advection irrigation evapotranspiration | hot dry air advection evaporation | local advection evapotranspiration | sensible heat advection latent heat flux,"- Changes in land‐surface properties are shown to influence the heat and moisture fluxes within the planetary boundary layer, convective available potential energy, and other measures of the deep cumulus cloud activity.
- In the tropics, and during midlatitude summers, deep cumulus convection has apparently been significantly altered as a result of landscape changes.
- The spatial structure of the surface heating, as influenced by landscape patterning, produces focused regions for deep cumulonimbus convection.","This paper uses published work to demonstrate the link between surface moisture and heat fluxes and cumulus convective rainfall. The Earth's surface role with respect to the surface energy and moisture budgets is examined. Changes in land‐surface properties are shown to influence the heat and moisture fluxes within the planetary boundary layer, convective available potential energy, and other measures of the deep cumulus cloud activity. The spatial structure of the surface heating, as influenced by landscape patterning, produces focused regions for deep cumulonimbus convection. In the tropics, and during midlatitude summers, deep cumulus convection has apparently been significantly altered as a result of landscape changes. These alterations in cumulus convection teleconnect to higher latitudes, which significantly alters the weather in those regions. The effect of tropical deforestation is most clearly defined in the winter hemisphere. In the context of climate, landscape processes are shown to be as much a part of the climate system as are atmospheric processes."
The Influence of Mechanical and Thermal Forcing by the Tibetan Plateau on Asian Climate,2007.0,"Guoxiong Wu, Yimin Liu, Qiong Zhang, Anmin Duan, Tongmei Wang, Rijin Wan, Xin Liu, Weiping Li, Zaizhi Wang, Xiaoyun Liang",Journal of Hydrometeorology,10.1175/jhm609.1,https://openalex.org/W2101730845,790.0,,2,openalex,sensible heat advection latent heat flux,"- Sensible heating on the sloping lateral surfaces appears from the authors’ experiments to be the major driving source.
- Such a dipole deviation circulation enhances the cold outbreaks from the north over East Asia, results in a dry climate in south Asia and a moist climate over the Indochina peninsula and south China, and forms the persistent rainfall in early spring (PRES) in south China.
- It is shown that because the TP is located east of the Eurasian continent, in summertime the meridional winds and vertical motions forced by the Eurasian continental-scale heating and the TP local heating are in phase over the eastern and central parts of the continent.","Abstract This paper attempts to provide some new understanding of the mechanical as well as thermal effects of the Tibetan Plateau (TP) on the circulation and climate in Asia through diagnosis and numerical experiments. The air column over the TP descends in winter and ascends in summer and regulates the surface Asian monsoon flow. Sensible heating on the sloping lateral surfaces appears from the authors’ experiments to be the major driving source. The retarding and deflecting effects of the TP in winter generate an asymmetric dipole zonal-deviation circulation, with a large anticyclone gyre to the north and a cyclonic gyre to the south. Such a dipole deviation circulation enhances the cold outbreaks from the north over East Asia, results in a dry climate in south Asia and a moist climate over the Indochina peninsula and south China, and forms the persistent rainfall in early spring (PRES) in south China. In summer the TP heating generates a cyclonic spiral zonal-deviation circulation in the lower troposphere, which converges toward and rises over the TP. It is shown that because the TP is located east of the Eurasian continent, in summertime the meridional winds and vertical motions forced by the Eurasian continental-scale heating and the TP local heating are in phase over the eastern and central parts of the continent. The monsoon in East Asia and the dry climate in middle Asia are therefore intensified."
A Large Eddy Simulation Intercomparison Study of Shallow Cumulus Convection,2003.0,"A. Pier Siebesma, Christopher S. Bretherton, Andrew R. Brown, Andreas Chlond, Joan Cuxart, Peter G. Duynkerke, Hongli Jiang, Marat Khairoutdinov, D. C. Lewellen, Chin‐Hoh Moeng, Enrique Sánchez, Björn Stevens",Journal of the Atmospheric Sciences,10.1175/1520-0469(2003)60<1201:alesis>2.0.co;2,https://openalex.org/W2117659426,766.0,,2,openalex,sensible heat advection latent heat flux,"- Finally, the relation of this work to subsequent LES studies of more complicated regimes is discussed, and guidance is given for the design of future observational studies of shallow cumulus boundary layers.
- A main objective of this study is to obtain a quantitative assessment of the quality of the turbulent dynamics for this type of boundary layer clouds as produced by the different LES codes.
- This paper reports an intercomparison study on undisturbed trade wind cumulus convection under steady-state conditions as observed during the Barbados Oceanographic and Meteorological Experiment (BOMEX) with 10 large eddy simulation (LES) models.","This paper reports an intercomparison study on undisturbed trade wind cumulus convection under steady-state conditions as observed during the Barbados Oceanographic and Meteorological Experiment (BOMEX) with 10 large eddy simulation (LES) models. A main objective of this study is to obtain a quantitative assessment of the quality of the turbulent dynamics for this type of boundary layer clouds as produced by the different LES codes. A 6-h simulation shows excellent model-to-model agreement of the observed vertical thermodynamical structure, reasonable agreement of variances and turbulent fluxes, and good agreement of quantities conditionally sampled within the model clouds, such as cloud cover, liquid water, and cloud updraft strength. In the second part of this paper the LES dataset is used to evaluate simple models that are used in parameterizations of current general circulation models (GCMs). Finally, the relation of this work to subsequent LES studies of more complicated regimes is discussed, and guidance is given for the design of future observational studies of shallow cumulus boundary layers."
"Relationship Between Remotely-sensed Vegetation Indices, Canopy Attributes and Plant Physiological Processes: What Vegetation Indices Can and Cannot Tell Us About the Landscape",2008.0,"Edward P. Glenn, Alfredo Huete, Pamela L. Nagler, Stephen G. Nelson",Sensors,10.3390/s8042136,https://openalex.org/W1983523689,724.0,,2,openalex,fetch effect evaporation,"- VIs are also used to estimate a wide variety of other canopy attributes that are used in Soil-Vegetation-Atmosphere Transfer (SVAT), Surface Energy Balance (SEB), and Global Climate Models (GCM).
- Theoretical analyses and field studies have shown that VIs are near-linearly related to photosynthetically active radiation absorbed by a plant canopy, and therefore to light-dependent physiological processes, such as photosynthesis, occurring in the upper canopy.
- Used this way, VIs are compatible with ""Big Leaf"" SVAT and GCMs that assume that canopy carbon and moisture fluxes have the same relative response to the environment as any single leaf, simplifying the task of modeling complex landscapes.","Vegetation indices (VIs) are among the oldest tools in remote sensing studies. Although many variations exist, most of them ratio the reflection of light in the red and NIR sections of the spectrum to separate the landscape into water, soil, and vegetation. Theoretical analyses and field studies have shown that VIs are near-linearly related to photosynthetically active radiation absorbed by a plant canopy, and therefore to light-dependent physiological processes, such as photosynthesis, occurring in the upper canopy. Practical studies have used time-series VIs to measure primary production and evapotranspiration, but these are limited in accuracy to that of the data used in ground truthing or calibrating the models used. VIs are also used to estimate a wide variety of other canopy attributes that are used in Soil-Vegetation-Atmosphere Transfer (SVAT), Surface Energy Balance (SEB), and Global Climate Models (GCM). These attributes include fractional vegetation cover, leaf area index, roughness lengths for turbulent transfer, emissivity and albedo. However, VIs often exhibit only moderate, non-linear relationships to these canopy attributes, compromising the accuracy of the models. We use case studies to illustrate the use and misuse of VIs, and argue for using VIs most simply as a measurement of canopy light absorption rather than as a surrogate for detailed features of canopy architecture. Used this way, VIs are compatible with ""Big Leaf"" SVAT and GCMs that assume that canopy carbon and moisture fluxes have the same relative response to the environment as any single leaf, simplifying the task of modeling complex landscapes."
New perspectives in turbulent Rayleigh-Bénard convection,2012.0,"Francesca Chillà, Jörg Schumacher",The European Physical Journal E,10.1140/epje/i2012-12058-1,https://openalex.org/W2044745726,717.0,,2,openalex,hot dry air advection evaporation,"- Particular emphasis is given to the physics and structure of the thermal and velocity boundary layers which play a key role for the better understanding of the turbulent transport of heat and momentum in convection at high and very high Rayleigh numbers.
- We also discuss important extensions of Rayleigh-Bénard convection such as non-Oberbeck-Boussinesq effects and convection with phase changes.
- Recent experimental, numerical and theoretical advances in turbulent Rayleigh-Bénard convection are presented.","Recent experimental, numerical and theoretical advances in turbulent Rayleigh-Bénard convection are presented. Particular emphasis is given to the physics and structure of the thermal and velocity boundary layers which play a key role for the better understanding of the turbulent transport of heat and momentum in convection at high and very high Rayleigh numbers. We also discuss important extensions of Rayleigh-Bénard convection such as non-Oberbeck-Boussinesq effects and convection with phase changes."
Goddard Cumulus Ensemble Model. Part I: Model Description,1993.0,"Wei‐Kuo Tao, Joanne Simpson",Terrestrial Atmospheric and Oceanic Sciences,10.3319/tao.1993.4.1.35(a),https://openalex.org/W2562482716,702.0,,2,openalex,hot dry air advection evaporation,"- During the past two decades, convective scale models have advanced sufficiently to study the dynamic and microphysical processes associated with mesoscale convective systems.The basic features of these models are that they are non-hydrostatic and include a good representation of microphysical pro cesses.The Goddard Cumulus Ensemble (GCE) model has been extensively applied to study cloud-environment interactions, cloud interaction and merg ers, air-sea interaction, cloud draft structure and trace gas transport.The GCE model has improved signifi cantly during the past decade.For example, ice-microphysical processes, and solar and infrared radiative transfer pro cesses have been included.These model improvements allow the GCE model to study cloud-radiation interaction, cloud-radiation-climate relations and to develop rain retrieval algorithms for Tropical Rainfall Measuring Mission (TRMM).In Part I, a full description of the GCE model is presented, as well as several sensitivity tests associated with its assumptions.In Part II (Simpson and Ta o, 1993), we will review GCE model applications to cloud precipitating processes and to the Tropical Rainfall Measuring Mission (TRMM), a joint U.S.-Japan satellite project to measure rain and latent heat release over the global tropics.","During the past two decades, convective scale models have advanced sufficiently to study the dynamic and microphysical processes associated with mesoscale convective systems.The basic features of these models are that they are non-hydrostatic and include a good representation of microphysical pro cesses.The Goddard Cumulus Ensemble (GCE) model has been extensively applied to study cloud-environment interactions, cloud interaction and merg ers, air-sea interaction, cloud draft structure and trace gas transport.The GCE model has improved signifi cantly during the past decade.For example, ice-microphysical processes, and solar and infrared radiative transfer pro cesses have been included.These model improvements allow the GCE model to study cloud-radiation interaction, cloud-radiation-climate relations and to develop rain retrieval algorithms for Tropical Rainfall Measuring Mission (TRMM).In Part I, a full description of the GCE model is presented, as well as several sensitivity tests associated with its assumptions.In Part II (Simpson and Ta o, 1993), we will review GCE model applications to cloud precipitating processes and to the Tropical Rainfall Measuring Mission (TRMM), a joint U.S.-Japan satellite project to measure rain and latent heat release over the global tropics."
"Estimating actual, potential, reference crop and pan evaporation using standard meteorological data: a pragmatic synthesis",2013.0,"Thomas A. McMahon, Murray Peel, L Lowe, R. Srikanthan, Tim R. McVicar",Hydrology and earth system sciences,10.5194/hess-17-1331-2013,https://openalex.org/W2121864785,597.0,,2,openalex,advection irrigation evapotranspiration | advective enhancement evapotranspiration | hot dry air advection evaporation,"- Topics include estimating actual evaporation from deep lakes and from farm dams and for catchment water balance studies, estimating potential evaporation as input to rainfall-runoff models, and reference crop evapotranspiration for small irrigation areas, and for irrigation within large irrigation districts.
- The last two sub-sections in this first part include techniques to estimate actual evaporation from (i) open-surface water and (ii) landscapes and catchments (Morton and the advection-aridity models).
- estimating actual evaporation for deep lakes, shallow lakes and farm dams, lakes covered with vegetation, catchments, irrigation areas and bare soil.","Abstract. This guide to estimating daily and monthly actual, potential, reference crop and pan evaporation covers topics that are of interest to researchers, consulting hydrologists and practicing engineers. Topics include estimating actual evaporation from deep lakes and from farm dams and for catchment water balance studies, estimating potential evaporation as input to rainfall-runoff models, and reference crop evapotranspiration for small irrigation areas, and for irrigation within large irrigation districts. Inspiration for this guide arose in response to the authors' experiences in reviewing research papers and consulting reports where estimation of the actual evaporation component in catchment and water balance studies was often inadequately handled. Practical guides using consistent terminology that cover both theory and practice are not readily available. Here we provide such a guide, which is divided into three parts. The first part provides background theory and an outline of the conceptual models of potential evaporation of Penman, Penman–Monteith and Priestley–Taylor, as well as discussions of reference crop evapotranspiration and Class-A pan evaporation. The last two sub-sections in this first part include techniques to estimate actual evaporation from (i) open-surface water and (ii) landscapes and catchments (Morton and the advection-aridity models). The second part addresses topics confronting a practicing hydrologist, e.g. estimating actual evaporation for deep lakes, shallow lakes and farm dams, lakes covered with vegetation, catchments, irrigation areas and bare soil. The third part addresses six related issues: (i) automatic (hard wired) calculation of evaporation estimates in commercial weather stations, (ii) evaporation estimates without wind data, (iii) at-site meteorological data, (iv) dealing with evaporation in a climate change environment, (v) 24 h versus day-light hour estimation of meteorological variables, and (vi) uncertainty in evaporation estimates. This paper is supported by a Supplement that includes 21 sections enhancing the material in the text, worked examples of many procedures discussed in the paper, a program listing (Fortran 90) of Morton's WREVAP evaporation models along with tables of monthly Class-A pan coefficients for 68 locations across Australia and other information."
Zonal and Vertical Structure of the Madden–Julian Oscillation,2005.0,"George N. Kiladis, Katherine H. Straub, Patrick Haertel",Journal of the Atmospheric Sciences,10.1175/jas3520.1,https://openalex.org/W2084954055,552.0,,2,openalex,fetch effect evaporation,"- This leads to moistening of the boundary layer and the development of shallow convection, followed by a gradual and then more rapid lofting of moisture into the middle troposphere at the onset of deep convection.
- Abstract A statistical study of the three-dimensional structure of the Madden–Julian oscillation (MJO) is carried out by projecting dynamical fields from reanalysis and radiosonde data onto space–time filtered outgoing longwave radiation (OLR) data.
- One implication is that the larger convective envelopes within the Tropics tend to be composed of more shallow convection along their leading edges, a combination of deep convection and stratiform rainfall in their centers, and then a preponderance of stratiform rainfall along their trailing edges, regardless of scale or propagation direction.","Abstract A statistical study of the three-dimensional structure of the Madden–Julian oscillation (MJO) is carried out by projecting dynamical fields from reanalysis and radiosonde data onto space–time filtered outgoing longwave radiation (OLR) data. MJO convection is generally preceded by low-level convergence and upward motion in the lower troposphere, while subsidence, cooling, and drying prevail aloft. This leads to moistening of the boundary layer and the development of shallow convection, followed by a gradual and then more rapid lofting of moisture into the middle troposphere at the onset of deep convection. After the passage of the heaviest rainfall, a westerly wind burst region is accompanied by stratiform precipitation, where lower tropospheric subsidence and drying coincide with continuing upper tropospheric upward motion. The evolution of the heating field leads to a temperature structure that favors the growth of the MJO. The analysis also reveals distinct differences in the vertical structure of the MJO as it evolves, presumably reflecting changes in its vertical heating profile, phase speed, or the basic-state circulation that the MJO propagates through. The dynamical structure and the evolution of cloud morphology within the MJO compares favorably in many respects with other propagating convectively coupled equatorial waves. One implication is that the larger convective envelopes within the Tropics tend to be composed of more shallow convection along their leading edges, a combination of deep convection and stratiform rainfall in their centers, and then a preponderance of stratiform rainfall along their trailing edges, regardless of scale or propagation direction. While this may ultimately be the factor that governs the dynamical similarities across the various wave types, it raises questions about how the smaller-scale, higher-frequency disturbances making up the MJO conspire to produce its heating and dynamical structures. This suggests that the observed cloud morphology is dictated by fundamental interactions with the large-scale circulation."
The Soil–Precipitation Feedback: A Process Study with a Regional Climate Model,1999.0,"Christoph Schär, Daniel Lüthi, Urs Beyerle, Erdmann Heise",Journal of Climate,10.1175/1520-0442(1999)012<0722:tspfap>2.0.co;2,https://openalex.org/W2177362332,546.0,,2,openalex,internal boundary layer evapotranspiration advection | local advection evapotranspiration,"- Thus the net radiative energy flux is larger in the wet experiments, thereby increasing the moist entropy fluxes into the boundary layer.
- First, wet soils (small Bowen ratios) imply the buildup of a comparatively shallow boundary layer.
- Month-long integrations with a regional climate model covering Europe and the Northern Atlantic are utilized to study the sensitivity of the summertime European precipitation climate with respect to the continental-scale soil moisture content.","Month-long integrations with a regional climate model covering Europe and the Northern Atlantic are utilized to study the sensitivity of the summertime European precipitation climate with respect to the continental-scale soil moisture content. Experiments are conducted for July 1990 and 1993. For each of the two months, the control experiment with the initial soil water distribution derived from the operational ECMWF analysis is compared against two sensitivity experiments with dry and wet initial soil moisture distributions. The results demonstrate that summertime European precipitation climate in a belt ∼1000 km wide between the wet Atlantic and the dry Mediterranean climate heavily depends upon the soil moisture content. In this belt, changes in monthly mean precipitation amount to about half of the changes in mean evapotranspiration. Budget analysis of water substance over selected subdomains demonstrate that the simulated sensitivity cannot be interpreted with the classical recycling mechanism, that is, the surplus of precipitation that falls over wet (as compared to dry) soils does not directly derive from evapotranspiration. Rather, the surplus of precipitation primarily originates from water vapor extracted from the ambient atmospheric flow. Thus, the soil–precipitation feedback must rely on some indirect mechanism, whereby wet soils increase the efficiency of convective precipitation processes. In order to isolate the physical mechanisms underlying the soil–precipitation feedback, a detailed analysis including an investigation of the mean diurnal cycle throughout the integration period is performed. The key elements of the feedback are the following. First, wet soils (small Bowen ratios) imply the buildup of a comparatively shallow boundary layer. The surface fluxes of heat and moisture are thus concentrated into a comparatively small volume of air, leading to the buildup of high values of low-level moist entropy, thereby providing a source of convective instability. Second, the level of free convection is lowered in the wet experiment, thus facilitating the release of convective instability. Third, the net shortwave absorption at the soil decreases in the wet experiment (as a result of increased cloud cover), but this effect is overpowered by the decrease in net longwave emission (as a result of decreased emission, increased cloud backscatter, and increased water vapor greenhouse effect). Thus the net radiative energy flux is larger in the wet experiments, thereby increasing the moist entropy fluxes into the boundary layer. These three processes act in concert to increase the potential for convective activity."
Tibetan Plateau climate dynamics: recent research progress and outlook,2014.0,"Guoxiong Wu, Anmin Duan, Yimin Liu, Jiangyu Mao, Rongcai Ren, Qing Bao, Bian He, Boqi Liu, Wenting Hu",National Science Review,10.1093/nsr/nwu045,https://openalex.org/W2142708715,537.0,,2,openalex,hot dry air advection evaporation,"- Several theoretical frameworks, including thermal adaptation and the TP sensible heat (SH) driving air-pump, have been developed to identify the mechanisms responsible for the circulation anomaly produced by thermal forcing of the TP.
- Numerical simulations demonstrate that the thermal effects of large-scale orography, including the Tibetan and Iranian Plateaus (TIP), are crucial for the formation of the East Asian and South Asian summer monsoons (SASM) because the surface SH of the TIP is the major driver of the water vapor transport required for the genesis of the north branch of the SASM.
- The TP forcing can also influence the Asian summer monsoon (ASM) onset over the Bay of Bengal (BOB) by enhancing the BOB warm pool at the surface and by modulating the South Asian High (SAH) in the upper troposphere.","Abstract This paper reviews progress in the study of Tibetan Plateau (TP) climate dynamics over the past decade. Several theoretical frameworks, including thermal adaptation and the TP sensible heat (SH) driving air-pump, have been developed to identify the mechanisms responsible for the circulation anomaly produced by thermal forcing of the TP. Numerical simulations demonstrate that the thermal effects of large-scale orography, including the Tibetan and Iranian Plateaus (TIP), are crucial for the formation of the East Asian and South Asian summer monsoons (SASM) because the surface SH of the TIP is the major driver of the water vapor transport required for the genesis of the north branch of the SASM. The large-scale orography of the TP affects the Asian climate through thermal forcing in spring and summer, and mechanical forcing in winter. The TP forcing can also influence the Asian summer monsoon (ASM) onset over the Bay of Bengal (BOB) by enhancing the BOB warm pool at the surface and by modulating the South Asian High (SAH) in the upper troposphere. On intra-seasonal timescales, the TP thermal forcing significantly modulates spring rainfall in southern China and generates the biweekly oscillation of the SAH in summer. Despite climate warming, the atmospheric heat source over the TP, particularly the spring SH, exhibits a clear weakening trend from the 1980s to 2000s. This weakening of the spring SH contributed to the anomalous ‘dry in the north’ and ‘wet in the south’ rainfall pattern observed over East China. Also discussed are challenges to further understanding the mechanism of TP forcing on the multi-scale variability of the ASM."
"The Extratropical Transition of Tropical Cyclones: Forecast Challenges, Current Understanding, and Future Directions",2003.0,"Sarah C. Jones, Patrick A. Harr, Jim Abraham, Lance F. Bosart, Peter J. Bowyer, Jenni L. Evans, Deborah E. Hanley, Barry N. Hanstrum, Robert E. Hart, François Lalaurette, Mark R. Sinclair, Roger K. Smith",Weather and Forecasting,10.1175/1520-0434(2003)018<1052:tetotc>2.0.co;2,https://openalex.org/W2171587868,513.0,,2,openalex,fetch effect evaporation | hot dry air advection evaporation,"- Further sections discuss the interaction between a tropical cyclone and the midlatitude environment, the role of latent heat release, convection and the underlying surface in ET, the structural changes due to frontogenesis, the mechanisms responsible for precipitation, and the energy budget during ET.
- In this paper a brief climatology of ET is given and the challenges associated with forecasting extratropical transition are described in terms of the forecast variables (track, intensity, surface winds, precipitation) and their impacts (flooding, bush fires, ocean response).
- During ET a cyclone frequently produces intense rainfall and strong winds and has increased forward motion, so that such systems pose a serious threat to land and maritime activities.","A significant number of tropical cyclones move into the midlatitudes and transform into extratropical cyclones. This process is generally referred to as extratropical transition (ET). During ET a cyclone frequently produces intense rainfall and strong winds and has increased forward motion, so that such systems pose a serious threat to land and maritime activities. Changes in the structure of a system as it evolves from a tropical to an extratropical cyclone during ET necessitate changes in forecast strategies. In this paper a brief climatology of ET is given and the challenges associated with forecasting extratropical transition are described in terms of the forecast variables (track, intensity, surface winds, precipitation) and their impacts (flooding, bush fires, ocean response). The problems associated with the numerical prediction of ET are discussed. A comprehensive review of the current understanding of the processes involved in ET is presented. Classifications of extratropical transition are described and potential vorticity thinking is presented as an aid to understanding ET. Further sections discuss the interaction between a tropical cyclone and the midlatitude environment, the role of latent heat release, convection and the underlying surface in ET, the structural changes due to frontogenesis, the mechanisms responsible for precipitation, and the energy budget during ET. Finally, a summary of the future directions for research into ET is given."
Latent and Sensible Heat Flux Anomalies over the Northern Oceans: The Connection to Monthly Atmospheric Circulation,1992.0,D. Cayan,,10.1175/1520-0442(1992)005<0354:lashfa>2.0.co;2,https://www.semanticscholar.org/paper/4b5939e586305e10bacf8bd123020d616916935f,,509.0,2,,sensible heat advection latent heat flux,,
Mechanisms of Global Warming Impacts on Regional Tropical Precipitation*,2004.0,"Chia Chou, J. David Neelin",Journal of Climate,10.1175/1520-0442(2004)017<2688:mogwio>2.0.co;2,https://openalex.org/W2173786974,480.0,,2,openalex,internal boundary layer evapotranspiration advection,"- To compensate for the warm tropospheric temperature, atmospheric boundary layer (ABL) moisture must increase to maintain positive convective available potential energy (CAPE) in convective regions.
- While the upped-ante mechanism induces negative precipitation anomalies over the margins of convective regions, the anomalous gross moist stability mechanism induces positive precipitation anomalies within convective regions.
- The importance of variation in gross moist stability, which is likely to differ among climate models, is suggested as a potential factor causing discrepancies in the predicted regional tropical precipitation changes.","Mechanisms that determine the tropical precipitation anomalies under global warming are examined in an intermediate atmospheric model coupled with a simple land surface and a mixed layer ocean. To compensate for the warm tropospheric temperature, atmospheric boundary layer (ABL) moisture must increase to maintain positive convective available potential energy (CAPE) in convective regions. In nonconvective regions, ABL moisture is controlled by different balances and does not increase as much, creating a spatial gradient of ABL moisture anomalies. Associated with this spatial pattern of the ABL moisture anomalies are two main mechanisms responsible for the anomalous tropical precipitation. In the “upped-ante mechanism,” increases in ABL moisture are opposed by imported dry air wherever inflow from nonconvective regions over margins of convective regions occurs. The ABL moisture is not enough to meet the higher “convective ante” induced by the warmer tropospheric temperature, so precipitation is decreased. In the “anomalous gross moist stability mechanism,” gross moist stability is reduced due to increased ABL moisture. As a result, convection is enhanced and precipitation becomes heavier over convective regions. While the upped-ante mechanism induces negative precipitation anomalies over the margins of convective regions, the anomalous gross moist stability mechanism induces positive precipitation anomalies within convective regions. The importance of variation in gross moist stability, which is likely to differ among climate models, is suggested as a potential factor causing discrepancies in the predicted regional tropical precipitation changes."
Stable isotopes in atmospheric water vapor and applications to the hydrologic cycle,2016.0,"Joseph Galewsky, Hans Christian Steen‐Larsen, Robert D. Field, John R. Worden, Camille Risi, Matthias Schneider",Reviews of Geophysics,10.1002/2015rg000512,https://openalex.org/W2508155752,466.0,,2,openalex,local advection evapotranspiration,"- The combination of improved measurement and modeling of water vapor isotopic composition opens the door to new advances in our understanding of the atmospheric water cycle, in processes ranging from the marine boundary layer, through deep convection and tropospheric mixing, and into the water cycle of the stratosphere.
- Theories for water vapor isotopic composition have been developed by extending the theories that have been used for the isotopic composition of precipitation to include a more nuanced understanding of evaporation, large‐scale mixing, deep convection, and kinetic fractionation.
- The technologies for in situ and remote sensing measurements of water vapor isotopic composition have developed especially rapidly over the last decade, with discrete water vapor sampling methods, based on mass spectroscopy, giving way to laser spectroscopic methods and satellite‐ and ground‐based infrared absorption techniques.","Abstract The measurement and simulation of water vapor isotopic composition has matured rapidly over the last decade, with long‐term data sets and comprehensive modeling capabilities now available. Theories for water vapor isotopic composition have been developed by extending the theories that have been used for the isotopic composition of precipitation to include a more nuanced understanding of evaporation, large‐scale mixing, deep convection, and kinetic fractionation. The technologies for in situ and remote sensing measurements of water vapor isotopic composition have developed especially rapidly over the last decade, with discrete water vapor sampling methods, based on mass spectroscopy, giving way to laser spectroscopic methods and satellite‐ and ground‐based infrared absorption techniques. The simulation of water vapor isotopic composition has evolved from General Circulation Model (GCM) methods for simulating precipitation isotopic composition to sophisticated isotope‐enabled microphysics schemes using higher‐order moments for water and ice size distributions. The incorporation of isotopes into GCMs has enabled more detailed diagnostics of the water cycle and has led to improvements in its simulation. The combination of improved measurement and modeling of water vapor isotopic composition opens the door to new advances in our understanding of the atmospheric water cycle, in processes ranging from the marine boundary layer, through deep convection and tropospheric mixing, and into the water cycle of the stratosphere. Finally, studies of the processes governing modern water vapor isotopic composition provide an improved framework for the interpretation of paleoclimate proxy records of the hydrological cycle."
On the conservative behavior of biomass water productivity,2007.0,"Pasquale Steduto, Theodore C. Hsiao, Elías Fereres",Irrigation Science,10.1007/s00271-007-0064-1,https://openalex.org/W2170593417,452.0,,2,openalex,advection irrigation evapotranspiration | hot dry air advection evaporation,"- The paper highlights the need to normalize WPb for differences in climate, specifically, in evaporative demand of the atmosphere to extrapolate WPb values between climatic zones, and in atmospheric CO2 concentration to account for changes in CO2 with time, when looking at the past and into the future.
- Two procedures for normalization for differences in evaporative demand are presented, and a procedure for normalization for changes in CO2 concentration is derived for the leaf scale and shown to be applicable to canopy scale.
- Particularly, WPb is approximately constant for a given crop species after normalization for evaporative demand of the atmosphere and air carbon dioxide concentration.","The ever-increasing demand and competition for the finite water resource worldwide call for more efficient use of water in all sectors, including firstly agricultural food production. One important consideration is the existence of a limit to the amount of biomass a crop can produce per unit of water consumed. This article analyzes the theoretical background and the experimental evidence for the conservative behavior of the efficiency in water use by crops to produce biomass, i.e., biomass water productivity (WPb), under variable environmental conditions. Particularly, WPb is approximately constant for a given crop species after normalization for evaporative demand of the atmosphere and air carbon dioxide concentration. A stepwise scaling up approach, from leaf to canopy, is undertaken to underline the processes involved at the different hierarchical levels of biological organization that lead to the conservative behavior of WPb. Starting at the leaf level, the basic gas exchange equations are outlined to demonstrate that the normalized photosynthetic WPb at the leaf scale is proportional to the ambient CO2 concentration. New experimental evidence in support of that conclusion is presented for several C3 and a C4 crops. Additional factors are introduced to assess photosynthetic WPb at the canopy scale, including the extent of radiation capture and the role of respiration. The composition of biomass was then considered in the analysis of WPb over a season. The paper highlights the need to normalize WPb for differences in climate, specifically, in evaporative demand of the atmosphere to extrapolate WPb values between climatic zones, and in atmospheric CO2 concentration to account for changes in CO2 with time, when looking at the past and into the future. Two procedures for normalization for differences in evaporative demand are presented, and a procedure for normalization for changes in CO2 concentration is derived for the leaf scale and shown to be applicable to canopy scale. Some knowledge gaps and research needs are pointed out and the potential offered by the near constancy of normalized WPb in crop simulation modeling is emphasized."
